id;Adresse;Hausnummer;alte_1795_1821;‰ltere_1770_1795;Hausinhaber;Gassen und Pl‰tze;Grundobrigkeit;Vorstadt;lat;lon;reference;Viertel
131;Baumgasse 138;138;136;199;;Baumgasse;Magistrat der Stadt Wien;Landstraﬂe;48.196599;16.396458;Behsel Stadtplan, WStLA, P1: 295/6;Landstraﬂe
1;Rennweggasse 545;545;486;1;K. K. Deutsch adelige Garde;Rennweggasse;Magistrat redimiert;Landstraﬂe;48.1976718;16.3783664;Behsel Stadtplan, WStLA, P1: 295/8;
2;Rennweggasse 466;466;415;346;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.197458;16.3796661;Behsel Stadtplan, WStLA, P1: 295/8;
3;Rennweggasse 467;467;416;347;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.197355;16.3799785;Behsel Stadtplan, WStLA, P1: 295/8;
4;Rennweggasse 544;544;485;2;K. K. Belvedere;Rennweggasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Schaumburgerhof;Kommende St. Johann;Kaiserspital";Landstraﬂe;48.1970526;16.379799;Behsel Stadtplan, WStLA, P1: 295/8;
5;Rennweggasse 468;468;533;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1971312;16.3805203;Behsel Stadtplan, WStLA, P1: 295/8;
6;Rennweggasse 469;469;418;37;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1970171;16.3808028;Behsel Stadtplan, WStLA, P1: 295/8;
7;Marokanergasse 456;456;405;348;;Marokanergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1976641;16.3803774;Behsel Stadtplan, WStLA, P1: 295/8;
8;Marokanergasse 453;453;404;361;;Marokanergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1976364;16.3805884;Behsel Stadtplan, WStLA, P1: 295/8;
9;Marokanergasse 455;455;417;362;;Marokanergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1972586;16.3802577;Behsel Stadtplan, WStLA, P1: 295/8;
10;Rennweggasse 470;470;419;36;;Rennweggasse;Stift Schotten;Landstraﬂe;48.1967701;16.3813363;Behsel Stadtplan, WStLA, P1: 295/8;
11;Rennweggasse 471;471;420;35;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1965529;16.3818332;Behsel Stadtplan, WStLA, P1: 295/8;
12;Rennweggasse 542;542;483;4;Salesianer-Kloster;Rennweggasse;Magistrat redimiert;Landstraﬂe;48.1962826;16.3816836;Behsel Stadtplan, WStLA, P1: 295/8;
13;Rennweggasse 543;543;484;2;Salesianer-Kloster;Rennweggasse;Magistrat redimiert;Landstraﬂe;48.1965541;16.3810953;Behsel Stadtplan, WStLA, P1: 295/8;
14;Rennweggasse 541;541;482;65;K. K. Milit‰r-Medikamenten-Regie;Rennweggasse;Magistrat redimiert;Landstraﬂe;48.1958728;16.382709;Behsel Stadtplan, WStLA, P1: 295/8;
15;Rennweggasse 472;472;421;34;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1963192;16.3823218;Behsel Stadtplan, WStLA, P1: 295/8;
16;Rennweggasse 473;473;"422;423";"32;33";;Rennweggasse;"Magistrat der Stadt Wien;P. P. Dominikaner;Herrschaft Seegenthal;Herrschaft Schaumburgerhof;Kommende St. Johann";Landstraﬂe;48.1956916;16.3837934;Behsel Stadtplan, WStLA, P1: 295/8;
17;Rennweggasse 540;540;481;7;Kaiserlich Kˆniglich;Rennweggasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Schaumburgerhof";Landstraﬂe;48.1955255;16.3835192;Behsel Stadtplan, WStLA, P1: 295/8;
18;Rennweggasse 474;474;"424;425";"30;31";;Rennweggasse;"Magistrat der Stadt Wien;P. P. Dominikaner;Herrschaft Seegenthal";Landstraﬂe;48.1951593;16.3850291;Behsel Stadtplan, WStLA, P1: 295/8;
19;Rennweggasse 475;475;426;29;;Rennweggasse;Herrschaft Seegenthal;Landstraﬂe;48.1949699;16.3855509;Behsel Stadtplan, WStLA, P1: 295/8;
20;Rennweggasse 537;537;477;9;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1946541;16.3856839;Behsel Stadtplan, WStLA, P1: 295/8;
21;Rennweggasse 538;538;478;;Stadt Wiener Magistrat;Rennweggasse;"Magistrat der Stadt Wien;Herrschaft Schaumburgerhof";Landstraﬂe;48.1948314;16.385162;Behsel Stadtplan, WStLA, P1: 295/8;
22;Rennweggasse 536;536;476;446;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1945766;16.3859182;Behsel Stadtplan, WStLA, P1: 295/8;
23;Fasangasse 535;535;475;337;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1945312;16.3860861;Behsel Stadtplan, WStLA, P1: 295/8;
24;Fasangasse 534;534;474;338;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1945046;16.3862057;Behsel Stadtplan, WStLA, P1: 295/8;
25;Rennweggasse 539;539;479;8;Kaiserlich Kˆniglich;Rennweggasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Schaumburgerhof";Landstraﬂe;48.1950419;16.3845255;Behsel Stadtplan, WStLA, P1: 295/8;
26;Fasangasse 508;508;459;363;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1940105;16.3864616;Behsel Stadtplan, WStLA, P1: 295/8;
27;Fasangasse 509;509;460;459;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1938244;16.3864251;Behsel Stadtplan, WStLA, P1: 295/8;
28;Fasangasse 510;510;461;460;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1936615;16.3864051;Behsel Stadtplan, WStLA, P1: 295/8;
29;Fasangasse 511;511;462;461;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1935319;16.3863852;Behsel Stadtplan, WStLA, P1: 295/8;
30;Am Kanal 507;507;512;;;Am Kanal;Magistrat der Stadt Wien;Landstraﬂe;48.1938908;16.387025;Behsel Stadtplan, WStLA, P1: 295/8;
31;Fasangasse 512;512;463;462;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1934189;16.3863536;Behsel Stadtplan, WStLA, P1: 295/8;
32;Fasangasse 513;513;464;463;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1933236;16.3863403;Behsel Stadtplan, WStLA, P1: 295/8;
33;Gerlgasse 514;514;489;;;Gerlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1932139;16.3863171;Behsel Stadtplan, WStLA, P1: 295/8;
34;Gerlgasse 515;515;501;;;Gerlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1932106;16.3868239;Behsel Stadtplan, WStLA, P1: 295/8;
35;Fasangasse 529;529;469;339;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1933192;16.3861475;Behsel Stadtplan, WStLA, P1: 295/8;
36;Fasangasse 530;530;470;450;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1934067;16.386106;Behsel Stadtplan, WStLA, P1: 295/8;
37;Fasangasse 531;531;471;449;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1935119;16.3861259;Behsel Stadtplan, WStLA, P1: 295/8;
38;Fasangasse 532;532;472;448;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1936615;16.3861592;Behsel Stadtplan, WStLA, P1: 295/8;
39;Gerlgasse 517;517;465;364;;Gerlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1930688;16.3866843;Behsel Stadtplan, WStLA, P1: 295/8;
40;Gerlgasse 518;518;466;464;;Gerlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1928417;16.3866578;Behsel Stadtplan, WStLA, P1: 295/8;
41;Fasangasse 519;519;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1928949;16.3862439;Behsel Stadtplan, WStLA, P1: 295/8;
42;Fasangasse 520;520;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1926755;16.3861974;Behsel Stadtplan, WStLA, P1: 295/8;
43;Fasangasse 528;528;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1929059;16.385998;Behsel Stadtplan, WStLA, P1: 295/8;
44;Fasangasse 527;527;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1927209;16.3859597;Behsel Stadtplan, WStLA, P1: 295/8;
45;Fasangasse 526;526;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1924794;16.3859032;Behsel Stadtplan, WStLA, P1: 295/8;
46;Fasangasse 525;525;532;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1923708;16.3858833;Behsel Stadtplan, WStLA, P1: 295/8;
47;Fasangasse 524;524;534;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1920274;16.3858185;Behsel Stadtplan, WStLA, P1: 295/8;
48;Fasangasse 522;522;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1921094;16.3860811;Behsel Stadtplan, WStLA, P1: 295/8;
49;Fasangasse 521;521;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1923276;16.3861293;Behsel Stadtplan, WStLA, P1: 295/8;
50;Fasangasse 578;578;;;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.1912895;16.3859631;Behsel Stadtplan, WStLA, P1: 295/8;
51;Kˆlblgasse 577;577;;;;Kˆlblgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1912142;16.3863287;Behsel Stadtplan, WStLA, P1: 295/8;
52;Kˆlblgasse 576;576;;;;Kˆlblgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1912053;16.3866062;Behsel Stadtplan, WStLA, P1: 295/8;
53;Kˆlblgasse 575;575;;;;Kˆlblgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1911909;16.3868522;Behsel Stadtplan, WStLA, P1: 295/8;
54;Kˆlblgasse 574;574;;;;Kˆlblgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1911798;16.3871447;Behsel Stadtplan, WStLA, P1: 295/8;
55;Fasangasse 523;523;468;10;;Fasangasse;Magistrat der Stadt Wien;Landstraﬂe;48.191685;16.3866528;Behsel Stadtplan, WStLA, P1: 295/8;
56;Gˆrlgasse 573;573;;;;Gˆrlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1911665;16.3874272;Behsel Stadtplan, WStLA, P1: 295/8;
57;Gˆrlgasse 572;572;;;;Gˆrlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1914989;16.3876134;Behsel Stadtplan, WStLA, P1: 295/8;
58;Gˆrlgasse 570;570;;;;Gˆrlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1923177;16.387384;Behsel Stadtplan, WStLA, P1: 295/8;
59;Gˆrlgasse 571;571;;;;Gˆrlgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1921282;16.3875419;Behsel Stadtplan, WStLA, P1: 295/8;
60;Gerlgasse 516;516;467;340;;Gerlgasse;Herrschaft Schaumburgerhof;Landstraﬂe;48.1924539;16.3875868;Behsel Stadtplan, WStLA, P1: 295/8;
61;Rennweggasse 588;588;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1940332;16.3893384;Behsel Stadtplan, WStLA, P1: 295/8;
62;Rennweggasse 589;589;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1939623;16.3896392;Behsel Stadtplan, WStLA, P1: 295/8;
63;Rennweggasse 590;590;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1938947;16.3899351;Behsel Stadtplan, WStLA, P1: 295/8;
64;Rennweggasse 591;591;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1938316;16.3902043;Behsel Stadtplan, WStLA, P1: 295/8;
65;Rennweggasse 592;592;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1937684;16.3904951;Behsel Stadtplan, WStLA, P1: 295/8;
66;Rennweggasse 587;587;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1940997;16.3890443;Behsel Stadtplan, WStLA, P1: 295/8;
67;Rennweggasse 586;586;;;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1941639;16.3887651;Behsel Stadtplan, WStLA, P1: 295/8;
68;Rennweggasse 478;478;428;451;;Rennweggasse;Magistrat der Stadt Wien;Landstraﬂe;48.1942969;16.3881817;Behsel Stadtplan, WStLA, P1: 295/8;
69;Rennweggasse 479;479;429;187;;Rennweggasse;P. P. Dominikaner;Landstraﬂe;48.194257;16.3883679;Behsel Stadtplan, WStLA, P1: 295/8;
70;Rennweggasse 477;477;427;28;;Rennweggasse;"Magistrat der Stadt Wien;P. P. Dominikaner";Landstraﬂe;48.1945816;16.3869503;Behsel Stadtplan, WStLA, P1: 295/8;
71;Ungargasse 350;350;312;71;;Ungargasse;"St‰ndisch frei;Magistrat der Stadt Wien;Kommende St. Johann;Herrschaft Schaumburgerhof;Stift Schotten;Nuﬂdorfer Stiftung;P. P. Dominikaner";Landstraﬂe;48.1957426;16.386814;Behsel Stadtplan, WStLA, P1: 295/8;
72;Ungargasse 351;351;313;70;P. P. Redemtoristen;Ungargasse;"Magistrat der Stadt Wien;Stift Schotten;P. P. Dominikaner;Herrschaft Schaumburgerhof;Kommende St. Johann";Landstraﬂe;48.1953128;16.3867475;Behsel Stadtplan, WStLA, P1: 295/8;
73;Ungargasse 349;349;311;72;;Ungargasse;"St‰ndisch frei;Magistrat der Stadt Wien;Kommende St. Johann;Herrschaft Schaumburgerhof;Stift Schotten;Nuﬂdorfer Stiftung;P. P. Dominikaner";Landstraﬂe;48.1965147;16.3870716;Behsel Stadtplan, WStLA, P1: 295/8;
74;Ungargasse 350;350;312;71;;Ungargasse;"St‰ndisch frei;Magistrat der Stadt Wien;Kommende St. Johann;Herrschaft Schaumburgerhof;Stift Schotten;Nuﬂdorfer Stiftung;P. P. Dominikaner";Landstraﬂe;48.1961093;16.386907;Behsel Stadtplan, WStLA, P1: 295/8;
75;Ungargasse 348;348;310;73;;Ungargasse;"Magistrat der Stadt Wien;Domkustodie";Landstraﬂe;48.1970875;16.3873042;Behsel Stadtplan, WStLA, P1: 295/8;
76;Ungargasse 347;347;309;74;;Ungargasse;"Magistrat der Stadt Wien;Domkustodie";Landstraﬂe;48.1973489;16.3873142;Behsel Stadtplan, WStLA, P1: 295/8;
77;Ungargasse 346;346;308;75;;Ungargasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.1975605;16.3873425;Behsel Stadtplan, WStLA, P1: 295/8;
78;Ungargasse 352;352;"315;316";"68;69";;Ungargasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Seegenthal";Landstraﬂe;48.1979504;16.3871164;Behsel Stadtplan, WStLA, P1: 295/8;
79;Ungargasse 345;345;307;76;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.1977399;16.3873483;Behsel Stadtplan, WStLA, P1: 295/8;
80;Ungargasse 344;344;306;77;;Ungargasse;"Magistrat der Stadt Wien;P. P. Dominikaner";Landstraﬂe;48.1984162;16.3874256;Behsel Stadtplan, WStLA, P1: 295/8;
81;Ungargasse 333;333;261;119;;Ungargasse;Stift Schotten;Landstraﬂe;48.1988782;16.3872245;Behsel Stadtplan, WStLA, P1: 295/8;
82;Ungargasse 342;342;304;79;;Ungargasse;"Magistrat der Stadt Wien;Herrschaft Seegenthal";Landstraﬂe;48.1995794;16.3876167;Behsel Stadtplan, WStLA, P1: 295/8;
83;Ungargasse 370;370;333;406;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.1994664;16.3872411;Behsel Stadtplan, WStLA, P1: 295/8;
84;Ungargasse 369;369;332;445;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.19936;16.3872361;Behsel Stadtplan, WStLA, P1: 295/8;
85;Ungargasse 371;371;334;342;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.1996093;16.3872544;Behsel Stadtplan, WStLA, P1: 295/8;
86;Ungargasse 368;368;331;367;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.1992171;16.3872378;Behsel Stadtplan, WStLA, P1: 295/8;
87;Grasgasse 367;367;331;;;Grasgasse;Magistrat der Stadt Wien;Landstraﬂe;48.199113;16.3868456;Behsel Stadtplan, WStLA, P1: 295/8;
88;Ungargasse 341;341;"302;303";"80;81";;Ungargasse;"Magistrat der Stadt Wien;Herrschaft Seegenthal";Landstraﬂe;48.1992769;16.3875602;Behsel Stadtplan, WStLA, P1: 295/8;
89;Grasgasse 366;366;528;;;Grasgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1991174;16.3864882;Behsel Stadtplan, WStLA, P1: 295/8;
90;Grasgasse 365;365;330;416;;Grasgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1991252;16.3861559;Behsel Stadtplan, WStLA, P1: 295/8;
91;Grasgasse 357;357;321;63;;Grasgasse;P. P. Dominikaner;Landstraﬂe;48.19901;16.3854013;Behsel Stadtplan, WStLA, P1: 295/8;
92;Grasgasse 356;356;320;64;;Grasgasse;"Magistrat der Stadt Wien;Stift Schotten;Herrschaft Seegenthal";Landstraﬂe;48.1990089;16.3855842;Behsel Stadtplan, WStLA, P1: 295/8;
93;Grasgasse 355;355;319;65;;Grasgasse;Herrschaft Seegenthal;Landstraﬂe;48.1989923;16.3857719;Behsel Stadtplan, WStLA, P1: 295/8;
94;Grasgasse 354;354;318;66;;Grasgasse;Magistrat der Stadt Wien;Landstraﬂe;48.1989845;16.3859564;Behsel Stadtplan, WStLA, P1: 295/8;
95;Zieglergasse 361;361;326;345;;Zieglergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1995428;16.385855;Behsel Stadtplan, WStLA, P1: 295/8;
96;Zieglergasse 362;362;327;344;;Zieglergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1997932;16.3858418;Behsel Stadtplan, WStLA, P1: 295/8;
97;Zieglergasse 363;363;328;413;;Zieglergasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.1999239;16.3858301;Behsel Stadtplan, WStLA, P1: 295/8;
98;Adlergasse 373;373;336;412;;Adlergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1999183;16.3861326;Behsel Stadtplan, WStLA, P1: 295/8;
99;Adlergasse 374;374;337;343;;Adlergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1999283;16.3864351;Behsel Stadtplan, WStLA, P1: 295/8;
100;Adlergasse 375;375;338;415;;Adlergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1999338;16.3866627;Behsel Stadtplan, WStLA, P1: 295/8;
101;Adlergasse 386;386;347;453;;Adlergasse;Magistrat der Stadt Wien;Landstraﬂe;48.1999615;16.3868937;Behsel Stadtplan, WStLA, P1: 295/8;
102;Zieglergasse 364;364;329;;;Zieglergasse;Magistrat der Stadt Wien;Landstraﬂe;48.2003703;16.3860063;Behsel Stadtplan, WStLA, P1: 295/8;
103;Krongasse 377;377;340;408;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.2004899;16.386465;Behsel Stadtplan, WStLA, P1: 295/8;
104;Krongasse 376;376;339;;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.200388;16.3866561;Behsel Stadtplan, WStLA, P1: 295/8;
105;Ungargasse 388;388;349;58;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2006328;16.3873126;Behsel Stadtplan, WStLA, P1: 295/8;
106;Krongasse 382;382;344;409;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.2006206;16.3865913;Behsel Stadtplan, WStLA, P1: 295/8;
107;Krongasse 381;381;343;410;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.2006184;16.3864218;Behsel Stadtplan, WStLA, P1: 295/8;
108;Krongasse 380;380;342;407;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.2006184;16.3862971;Behsel Stadtplan, WStLA, P1: 295/8;
109;Krongasse 379;379;504;;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.2006095;16.3861492;Behsel Stadtplan, WStLA, P1: 295/8;
110;Krongasse 378;378;341;411;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.2006095;16.3860262;Behsel Stadtplan, WStLA, P1: 295/8;
111;Krongasse 383;383;344;456;;Krongasse;Magistrat der Stadt Wien;Landstraﬂe;48.200295;16.3869021;Behsel Stadtplan, WStLA, P1: 295/8;
112;Ungargasse 389;389;350;399;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.200851;16.3872893;Behsel Stadtplan, WStLA, P1: 295/8;
113;Ungargasse 390;390;351;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2009718;16.3872776;Behsel Stadtplan, WStLA, P1: 295/8;
114;Ungargasse 338;338;299;84;Barmherzige Br¸der in der Leopoldstadt;Ungargasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2005331;16.3876001;Behsel Stadtplan, WStLA, P1: 295/8;
115;Ungargasse 391;391;353;57;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2011069;16.3872693;Behsel Stadtplan, WStLA, P1: 295/8;
116;Ungargasse 337;337;298;426;;Ungargasse;Magistrat der Stadt Wien;Landstraﬂe;48.2010792;16.3875436;Behsel Stadtplan, WStLA, P1: 295/8;
117;Sterngasse 263;263;238;431;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2008399;16.3876516;Behsel Stadtplan, WStLA, P1: 295/8;
118;Sterngasse 262;262;237;432;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2009131;16.3880039;Behsel Stadtplan, WStLA, P1: 295/8;
119;Sterngasse 261;261;236;433;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2009651;16.3882283;Behsel Stadtplan, WStLA, P1: 295/8;
120;Sterngasse 260;260;235;433;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2009906;16.3883778;Behsel Stadtplan, WStLA, P1: 295/8;
121;Sterngasse 259;259;234;434;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2010415;16.3885989;Behsel Stadtplan, WStLA, P1: 295/8;
122;Sterngasse 264;264;239;427;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2010637;16.3879457;Behsel Stadtplan, WStLA, P1: 295/8;
123;Sterngasse 265;265;240;428;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2012797;16.3885224;Behsel Stadtplan, WStLA, P1: 295/8;
124;Sterngasse 258;258;233;435;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2011003;16.3889246;Behsel Stadtplan, WStLA, P1: 295/8;
125;Sterngasse 257;257;232;436;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2011811;16.3893118;Behsel Stadtplan, WStLA, P1: 295/8;
126;Sterngasse 256;256;231;437;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2012398;16.3895561;Behsel Stadtplan, WStLA, P1: 295/8;
127;Sterngasse 255;255;230;438;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2012852;16.3898054;Behsel Stadtplan, WStLA, P1: 295/8;
128;Sterngasse 254;254;229;439;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.201355;16.3901328;Behsel Stadtplan, WStLA, P1: 295/8;
129;Sterngasse 253;253;228;440;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2014182;16.390407;Behsel Stadtplan, WStLA, P1: 295/8;
130;Sterngasse 252;252;227;441;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2014791;16.3907295;Behsel Stadtplan, WStLA, P1: 295/8;
131;Sterngasse 266;266;241;387;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2013628;16.3893168;Behsel Stadtplan, WStLA, P1: 295/8;
132;Sterngasse 267;267;242;388;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2014171;16.3895611;Behsel Stadtplan, WStLA, P1: 295/8;
133;Sterngasse 269;269;521;;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2015433;16.3901594;Behsel Stadtplan, WStLA, P1: 295/8;
134;Sterngasse 268;268;243;389;Spital der Gemeinde Landstraﬂe;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2014492;16.3897406;Behsel Stadtplan, WStLA, P1: 295/8;
135;Kr¸gelgasse 278;278;248;398;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2015444;16.3892022;Behsel Stadtplan, WStLA, P1: 295/8;
136;Kr¸gelgasse 277;277;247;430;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.201674;16.3893783;Behsel Stadtplan, WStLA, P1: 295/8;
137;Kr¸gelgasse 276;276;246;429;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2018036;16.3895545;Behsel Stadtplan, WStLA, P1: 295/8;
138;Kr¸gelgasse 275;275;527;;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2019122;16.389719;Behsel Stadtplan, WStLA, P1: 295/8;
139;Sterngasse 270;270;526;;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2016763;16.3908325;Behsel Stadtplan, WStLA, P1: 295/8;
140;Hauptstraﬂe 272;272;245;125;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2019609;16.3909771;Behsel Stadtplan, WStLA, P1: 295/8;
141;Sterngasse 251;251;226;442;;Sterngasse;Magistrat der Stadt Wien;Landstraﬂe;48.2015766;16.39114;Behsel Stadtplan, WStLA, P1: 295/8;
142;Hauptstraﬂe 271;271;244;390;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2018081;16.3902508;Behsel Stadtplan, WStLA, P1: 295/8;
143;Hauptstraﬂe 273;273;525;;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2021404;16.3907195;Behsel Stadtplan, WStLA, P1: 295/8;
144;Kr¸gelgasse 286;286;255;124;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2025109;16.3902251;Behsel Stadtplan, WStLA, P1: 295/8;
145;Hauptstraﬂe 287;287;256;123;;Hauptstraﬂe;Magistrat der Stadt Wien;Landstraﬂe;48.2026034;16.390132;Behsel Stadtplan, WStLA, P1: 295/8;
146;Kr¸gelgasse 285;285;254;418;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2020612;16.3895977;Behsel Stadtplan, WStLA, P1: 295/8;
147;Kr¸gelgasse 284;284;253;"419;420";;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2019371;16.3894165;Behsel Stadtplan, WStLA, P1: 295/8;
148;Kr¸gelgasse 283;283;253;"419;420";;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2018297;16.389272;Behsel Stadtplan, WStLA, P1: 295/8;
149;Kr¸gelgasse 282;282;252;421;;Kr¸gelgasse;"Magistrat der Stadt Wien;Stift Schotten";Landstraﬂe;48.2017233;16.3891107;Behsel Stadtplan, WStLA, P1: 295/8;
150;Kr¸gelgasse 281;281;251;422;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2016092;16.3888681;Behsel Stadtplan, WStLA, P1: 295/8;
151;Kr¸gelgasse 280;280;250;423;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2015605;16.3885557;Behsel Stadtplan, WStLA, P1: 295/8;
152;Kr¸gelgasse 279;279;249;424;;Kr¸gelgasse;Magistrat der Stadt Wien;Landstraﬂe;48.2014996;16.3882598;Behsel Stadtplan, WStLA, P1: 295/8;
